INSTITUTION NAME,AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
UNCG,67,1-Jun-11,Professor,148113,Mathematics and Statistics,Excellence Professor
UNCG,57,1-Aug-01,Associate Professor,73194,Human Devlp and Family Studies,Associate Professor
UNCG,43,1-Jul-13,Associate Professor,92365,Nutrition,Associate Professor
UNCG,59,1-Aug-02,Professor,112685,Kinesiology,Professor
UNCG,44,1-Aug-02,Professor,110586,Psychology,Distinguished/Titled Professor
UNCG,50,1-Aug-01,Associate Professor,134372,Info Sys and Supply Chn Mngmt,Associate Professor
UNCG,66,15-Aug-86,Associate Professor,71848,School of Music,Associate Professor
UNCG,39,1-Jun-19,Assistant Professor,65000,Philosophy,Assistant Professor
UNCG,49,1-Jun-18,Assistant Professor,73000,Interior Architecture,Assistant Professor
UNCG,39,1-Aug-16,Assistant Professor,64001,Sociology,Assistant Professor
UNCG,50,1-May-08,Professor,116787,Psychology,Professor
UNCG,34,1-Aug-18,Assistant Professor,120000,Info Sys and Supply Chn Mngmt,Assistant Professor
UNCG,59,1-Mar-10,Assistant Professor,57747,University Libraries,Assistant Professor
UNCG,61,1-Aug-95,Professor,94149,Public Health Education,Professor
UNCG,36,1-Jun-18,Assistant Professor,80000,Human Devlp and Family Studies,Assistant Professor
UNCG,50,1-Aug-08,Associate Professor,74899,Mathematics and Statistics,Associate Professor
UNCG,70,1-Aug-83,Professor,124072,Economics,Professor
UNCG,47,1-Jan-03,Assistant Professor,62795,School of Art,Assistant Professor
UNCG,27,1-Aug-20,Assistant Professor,130000,Info Sys and Supply Chn Mngmt,Assistant Professor
UNCG,63,1-Aug-87,Professor,103110,Languages Lit and Cultures,Professor
UNCG,41,1-Jul-18,Assistant Professor,80500,Nursing,Assistant Professor
UNCG,38,1-Jul-18,Assistant Professor,60000,School of Theatre,Assistant Professor
UNCG,48,1-Jun-13,Associate Professor,67952,School of Art,Associate Professor
UNCG,35,1-Aug-17,Assistant Professor,126764,Management,Assistant Professor
UNCG,46,1-Jun-17,Professor (Primary) and Department Chair/Head,139199,Nursing,Professor
UNCG,58,1-Aug-00,Assistant Professor,64518,Nursing,Clinical Assistant Professor
UNCG,68,1-Aug-97,Associate Professor,99026,Dean's Office - NN,Associate Professor
UNCG,80,1-Sep-71,Professor,86270,Biology,Professor
UNCG,39,1-Jun-19,Assistant Professor,75000,Geography/Environment/Sustain,Assistant Professor
UNCG,55,1-Aug-01,Professor,89682,Biology,Professor
UNCG,43,1-Jun-09,Associate Professor,95000,Psychology,Associate Professor
UNCG,48,1-Jun-04,Associate Professor,76331,School of Art,Associate Professor
UNCG,48,1-Jun-20,Associate Professor,80000,Languages Lit and Cultures,Associate Professor
UNCG,65,1-Aug-95,Associate Professor,41743,Geography/Environment/Sustain,Associate Professor
UNCG,64,1-Sep-08,Assistant Professor,185000,Nursing,Clinical Assistant Professor
UNCG,58,1-Aug-01,Professor (Primary) and Department Chair/Head,116511,Public Health Education,Professor
UNCG,65,15-May-19,Professor,240000,Graduate School,Professor
UNCG,59,1-Aug-99,Professor,79315,School of Music,Professor
UNCG,49,1-Aug-16,Associate Professor,82193,Consumer Apparel-Retail Stds,Associate Professor
UNCG,47,1-Aug-01,Associate Professor,71836,School of Dance,Associate Professor
UNCG,57,1-Aug-04,Professor,87766,Geography/Environment/Sustain,Professor
UNCG,40,1-Jun-18,Assistant Professor,75000,Mathematics and Statistics,Assistant Professor
UNCG,61,19-Aug-08,Assistant Professor,67866,Ed Research Methodology,Clinical Assistant Professor
UNCG,50,1-Aug-00,Professor,87751,Human Devlp and Family Studies,Professor
UNCG,62,1-Aug-01,Professor,127857,Computer Science,Professor
UNCG,37,1-Jun-19,Assistant Professor,70000,Community and Therapeutic Rec,Acad Prof Assistant Professor
UNCG,52,1-Jun-04,Associate Professor,112015,Economics,Associate Professor
UNCG,43,1-Aug-13,Associate Professor,78975,Social Work,Associate Professor
UNCG,63,9-Jan-17,Associate Professor,89333,Nursing,Clinical Assoc Prof/Director
UNCG,46,1-Jul-09,Professor,95900,Teacher Educ and Higher Educ,Professor
UNCG,60,1-Jun-07,Associate Professor,79033,Mathematics and Statistics,Associate Professor
UNCG,43,1-Aug-11,Associate Professor,96000,Public Health Education,Associate Professor
UNCG,44,20-Jan-09,Associate Professor,150246,Management,Associate Professor
UNCG,56,1-Jun-07,Professor,136431,Computer Science,Professor
UNCG,67,1-Aug-82,Associate Professor,128585,Info Sys and Supply Chn Mngmt,Associate Professor
UNCG,50,1-Jul-07,Associate Professor,69932,School of Music,Associate Professor
UNCG,69,1-Jul-05,Professor,129457,Chemistry & Biochemistry,Professor
UNCG,43,1-Aug-08,Professor,91261,Kinesiology,Acad Professional Professor
UNCG,34,1-Aug-19,Assistant Professor,76000,Biology,Assistant Professor
UNCG,45,1-Aug-03,Associate Professor,72350,School of Art,Associate Professor
UNCG,45,1-Jan-15,Assistant Professor,67700,Social Work,Acad Prof Assistant Professor
UNCG,45,1-Jul-07,Associate Professor,68067,School of Music,Associate Professor
UNCG,59,1-Aug-94,Associate Professor,79257,History,Associate Professor
UNCG,59,1-Aug-02,Associate Professor,84014,Biology,Associate Professor
UNCG,41,9-Sep-14,Assistant Professor,67000,Interior Architecture,Assistant Professor
UNCG,67,1-Aug-14,Associate Professor,69110,Interior Architecture,Visiting Associate Professor
UNCG,59,1-Mar-12,Assistant Professor,85000,Nursing,Clinical Assistant Professor
UNCG,42,1-Jun-13,Associate Professor,85304,Biology,Associate Professor
UNCG,63,1-Aug-93,Professor,94765,Comm Sciences and Disorders,Professor
UNCG,71,1-Aug-88,Professor,52928,Human Devlp and Family Studies,Professor
UNCG,76,1-Aug-73,Professor,62449,Management,Professor
UNCG,60,1-Jul-05,Associate Professor,125853,Accounting and Finance,Associate Professor
UNCG,44,1-Jan-14,Associate Professor,105790,Economics,Associate Professor
UNCG,55,1-Jul-05,Associate Professor,86291,Nursing,Associate Professor
UNCG,31,1-Jun-20,Assistant Professor,67000,Classical Studies,Assistant Professor
UNCG,46,6-Jul-10,Assistant Professor,67000,Library & Information Science,Assistant Professor
UNCG,44,1-Jul-07,Professor,88382,Teacher Educ and Higher Educ,Professor
UNCG,48,1-Aug-02,Professor,92823,Ed Ldrship and Cultural Found,Professor
UNCG,46,1-Jun-07,Associate Professor,71217,English,Associate Professor
UNCG,36,1-Jul-20,Assistant Professor,60000,School of Art,Assistant Professor
UNCG,61,12-Jan-92,Assistant Professor,58629,School of Dance,Acad Prof Assistant Professor
UNCG,39,1-Jun-16,Assistant Professor,77950,Psychology,Assistant Professor
UNCG,32,1-Jun-20,Assistant Professor,67000,History,Assistant Professor
UNCG,65,1-Jun-05,Professor,132711,English,Professor
UNCG,72,1-Aug-83,Professor,109225,Chemistry & Biochemistry,Professor
UNCG,51,1-Aug-02,Professor,76721,School of Music,Professor
UNCG,46,1-Jun-07,Professor,103333,School of Art,Professor/Associate Director
UNCG,33,1-Aug-19,Assistant Professor,158000,Accounting and Finance,Assistant Professor
UNCG,34,1-Aug-19,Assistant Professor,66000,Sociology,Assistant Professor
UNCG,44,1-Jul-11,Associate Professor,83000,Social Work,Associate Professor
UNCG,55,31-Jul-09,Associate Professor,83698,Biology,Associate Professor
UNCG,67,1-Aug-82,Professor,100381,School of Art,Professor
UNCG,53,1-Jan-05,Associate Professor,82393,Consumer Apparel-Retail Stds,Associate Professor
UNCG,44,5-Oct-20,Professor,52000,School of Art,Acad Professional Professor
UNCG,31,15-Aug-16,Assistant Professor,74500,Public Health Education,Assistant Professor
UNCG,42,28-Jul-16,Assistant Professor,60000,Social Work,Acad Prof Assistant Professor
UNCG,50,1-Sep-13,Professor,100673,Dean's Office - NN,Professor
UNCG,55,1-Aug-02,Professor,79139,School of Music,Professor
UNCG,64,31-Jul-08,Professor,213909,MRK/ENT/HTM,Distinguished/Titled Professor
UNCG,54,1-Aug-99,Professor,86518,English,Professor
UNCG,63,1-Aug-89,Associate Professor,84903,Classical Studies,Associate Professor
UNCG,60,1-Aug-19,Assistant Professor,78000,Dean's Office - NU,Clinical Assistant Professor
UNCG,65,1-Jan-19,Assistant Professor,175000,Nursing,Clinical Assistant Professor
UNCG,35,1-Aug-17,Assistant Professor,51000,History,Visiting Assistant Professor
UNCG,37,1-Aug-18,Assistant Professor,76000,Psychology,Assistant Professor
UNCG,56,1-Sep-16,Assistant Professor,59019,Comm Sciences and Disorders,Acad Prof Assistant Professor
UNCG,45,1-Jul-14,Associate Professor,66731,School of Music,Associate Professor
UNCG,70,1-Aug-94,Professor,103510,School of Music,Professor
UNCG,32,1-Aug-13,Assistant Professor,61200,Nursing,Clinical Assistant Professor
UNCG,41,1-Jul-10,Associate Professor,106315,Teacher Educ and Higher Educ,Associate Professor
UNCG,30,1-Jul-17,Assistant Professor,61370,School of Art,Assistant Professor
UNCG,60,1-Aug-86,Professor,186638,Accounting and Finance,Professor
UNCG,38,1-Jun-13,Associate Professor,84075,Psychology,Associate Professor
UNCG,47,1-Jun-20,Associate Professor,90000,Community and Therapeutic Rec,Associate Professor
UNCG,42,1-Jun-19,Assistant Professor,67000,Anthropology,Assistant Professor
UNCG,60,1-Aug-90,Professor,94884,School of Theatre,Professor
UNCG,51,1-Aug-99,Professor,101512,Public Health Education,Professor
UNCG,37,1-Aug-18,Assistant Professor,125000,Management,Assistant Professor
UNCG,52,1-Jul-18,Professor (Primary) and Department Chair/Head,237333,MRK/ENT/HTM,Professor
UNCG,70,1-Aug-93,Professor,97814,English,Professor
UNCG,43,1-Aug-08,Associate Professor,76729.5,Mathematics and Statistics,Associate Professor
UNCG,41,1-Aug-16,Assistant Professor,54150,Public Health Education,Acad Prof Assistant Professor
UNCG,39,1-Jul-17,Assistant Professor,61470,School of Dance,Assistant Professor
UNCG,57,1-Jul-08,Professor,117176,Counseling and Edu Development,Professor
UNCG,62,1-Aug-00,Professor,81369,School of Music,Professor
UNCG,49,1-Aug-03,Professor,63646,School of Music,Acad Professional Professor
UNCG,43,1-Jun-06,Associate Professor,76669,Classical Studies,Associate Professor
UNCG,38,1-Jun-11,Associate Professor,85367,Psychology,Associate Professor
UNCG,55,1-Jun-13,Professor,93312,Mathematics and Statistics,Professor
UNCG,48,1-Jul-14,Associate Professor,148981,Ctr for Transl Biomed Research,Associate Professor
UNCG,37,1-Aug-17,Assistant Professor,73471,Mathematics and Statistics,Assistant Professor
UNCG,38,10-Feb-11,Assistant Professor,75000,Ctr for Transl Biomed Research,Research Assistant Professor
UNCG,63,1-Aug-10,Professor,161985,Ctr for Transl Biomed Research,Professor
UNCG,69,1-Aug-88,Professor,54420,Philosophy,Professor
UNCP,37,6-Aug-18,Assistant Professor,87084,Management-Marketing-Internatl Bus,Assistant Professor
UNCP,47,7-Aug-17,Assistant Professor,54515,English Theatre Foreign Languages,Assistant Professor
UNCP,34,7-Aug-17,Assistant Professor,58390,Counseling,Assistant Professor
UNCP,42,5-Aug-19,Assistant Professor,74371,Mathematics and Computer Science,Assistant Professor
UNCP,53,15-Aug-02,Associate Professor,69289,Political Science and Public Admin,Associate Professor
UNCP,31,7-Jan-19,Assistant Professor,58519,Biology,Assistant Professor
UNCP,36,14-Aug-14,Associate Professor,101806,Psychology,Associate Professor
UNCP,54,15-Aug-99,Professor,71904,Music,Professor
UNCP,42,13-Aug-15,Assistant Professor,63441,Political Science and Public Admin,Assistant Professor
UNCP,46,10-Aug-07,Professor,76476,History,Professor
UNCP,66,1-Aug-90,Professor,71904,Music,Professor
UNCP,58,15-Aug-99,Professor,96487,Economics and Decision Sciences,Professor
UNCP,62,15-Aug-06,Professor,112232,Accounting and Finance,Professor
UNCP,59,12-Aug-09,Professor,176500,Biology,Professor
UNCP,59,7-Aug-17,Professor,131345,Accounting and Finance,Professor
UNCP,35,13-Aug-15,Assistant Professor,57120,Mass Communications,Assistant Professor
UNCP,50,6-Aug-18,Assistant Professor,61000,Social Work,Assistant Professor
UNCP,69,15-Aug-92,Professor (Primary) and Department Chair/Head,140000,Nursing,Professor
UNCP,64,15-Aug-03,Professor,76476,History,Professor
UNCP,46,10-Aug-12,Associate Professor,60299,Art,Associate Professor
UNCP,82,1-Aug-89,Associate Professor,73163,Mathematics and Computer Science,Associate Professor
UNCP,40,10-Aug-12,Associate Professor,61982,English Theatre Foreign Languages,Associate Professor
UNCP,45,13-Aug-15,Assistant Professor,62757,Sociology and Criminal Justice,Assistant Professor
UNCP,41,3-Aug-20,Associate Professor,103281,Management-Marketing-Internatl Bus,Associate Professor
UNCP,40,7-Aug-17,Assistant Professor,68462,Nursing,Clinical Assistant Professor
UNCP,65,10-Aug-07,Associate Professor,72283,Educational Specialties Dept,Associate Professor
UNCP,58,10-Aug-07,Professor,68307,Chemistry and Physics,Professor
UNCP,52,15-Aug-18,Assistant Professor,127500,Accounting and Finance,Assistant Professor
UNCP,47,10-Aug-16,Assistant Professor,75791,Nursing,Clinical Assistant Professor
UNCP,44,7-Aug-17,Assistant Professor,58725,Political Science and Public Admin,Assistant Professor
UNCP,61,17-Jun-13,Professor,88000,Chemistry and Physics,Professor
UNCP,41,11-Aug-10,Associate Professor,86017,Political Science and Public Admin,Associate Professor
UNCP,28,5-Aug-19,Assistant Professor,57500,Psychology,Assistant Professor
UNCP,29,3-Aug-20,Assistant Professor,75032,Mathematics and Computer Science,Visiting Assistant Professor
UNCP,33,19-Aug-15,Assistant Professor,53500,Music,Assistant Professor
UNCP,36,10-Aug-16,Assistant Professor,57808,Biology,Assistant Professor
UNCP,34,3-Aug-20,Assistant Professor,92500,Management-Marketing-Internatl Bus,Assistant Professor
UNCP,41,8-Aug-13,Associate Professor,73779,Counseling,Associate Professor
UNCP,52,10-Aug-07,Professor,74425,English Theatre Foreign Languages,Professor
UNCP,53,15-Aug-00,Associate Professor (Primary) and Department Chair/Head,65573,Psychology,Associate Professor
UNCP,51,5-Aug-13,Associate Professor,73500,Geology and Geography,Associate Professor
UNCP,41,11-Aug-10,Associate Professor,61250,English Theatre Foreign Languages,Associate Professor
UNCP,38,7-Aug-17,Assistant Professor,54515,English Theatre Foreign Languages,Assistant Professor
UNCP,34,21-Sep-20,Assistant Professor,63500,Political Science and Public Admin,Assistant Professor
UNCP,55,11-Aug-10,Associate Professor,62919,Educational Specialties Dept,Associate Professor
UNCP,46,13-Aug-15,Assistant Professor,55615,History,Assistant Professor
UNCP,41,7-Aug-17,Assistant Professor,72462,Nursing,Assistant Professor
UNCP,50,15-Aug-02,Associate Professor,62535,Psychology,Associate Professor
UNCP,54,13-Aug-15,Associate Professor,69345,Political Science and Public Admin,Associate Professor
UNCP,64,15-Aug-03,Professor,113501,Management-Marketing-Internatl Bus,Professor
UNCP,67,15-Aug-02,Associate Professor,64955,Mass Communications,Associate Professor
UNCP,63,1-Aug-89,Professor (Primary) and Department Chair/Head,74136,History,Professor
UNCP,33,3-Aug-20,Assistant Professor,54729,English Theatre Foreign Languages,Assistant Professor
UNCP,50,13-Aug-08,Professor,66265,Mass Communications,Professor
UNCP,59,15-Aug-96,Professor,83378,Chemistry and Physics,Professor
UNCP,53,14-Aug-14,Professor,79942,English Theatre Foreign Languages,Professor
UNCP,73,15-Aug-05,Associate Professor,66877,Social Work,Associate Professor
UNCP,49,3-Aug-20,Assistant Professor,60000,Social Work,Assistant Professor
UNCP,35,17-Aug-16,Assistant Professor,53500,Art,Assistant Professor
UNCP,61,15-Aug-96,Associate Professor,68206,Geology and Geography,Associate Professor
UNCP,70,15-Aug-98,Professor,83186,Social Work,Professor
UNCP,36,10-Aug-12,Associate Professor,67310,Sociology and Criminal Justice,Associate Professor
UNCP,48,10-Aug-16,Professor,70938,Art,Visiting Professor
UNCP,43,6-Aug-18,Assistant Professor,71500,Nursing,Clinical Assistant Professor
UNCP,66,9-Jan-06,Professor,69906,Educational Specialties Dept,Professor
UNCP,62,1-Jan-01,Professor (Primary) and Department Chair/Head,78602,Geology and Geography,Professor
UNCP,51,12-Aug-09,Professor,63709,English Theatre Foreign Languages,Professor
UNCP,58,30-Jul-08,Assistant Professor,58000,Elementary Education Dept,Assistant Professor
UNCP,65,11-Aug-08,Professor,96334,Kinesiology,Professor
UNCP,58,1-Aug-89,Professor,98783,Chemistry and Physics,Professor
UNCP,50,6-Aug-18,Assistant Professor,61000,Social Work,Assistant Professor
UNCP,51,15-Aug-04,Associate Professor,72770,Political Science and Public Admin,Associate Professor
UNCP,60,10-Aug-07,Professor (Primary) and Department Chair/Head,95956,Economics and Decision Sciences,Professor
UNCP,43,17-Jul-17,Assistant Professor,59100,Educational Specialties Dept,Assistant Professor
UNCP,44,12-Aug-09,Associate Professor (Primary) and Department Chair/Head,102071,Accounting and Finance,Associate Professor
UNCP,50,15-Aug-06,Assistant Professor,55786,Political Science and Public Admin,Assistant Professor
UNCP,52,15-Aug-04,Assistant Professor,58000,Elementary Education Dept,Assistant Professor
UNCP,44,7-Aug-17,Assistant Professor,55015,English Theatre Foreign Languages,Assistant Professor
UNCP,64,15-Aug-02,Associate Professor,58023,English Theatre Foreign Languages,Associate Professor
UNCP,64,11-Aug-11,Professor,70156,Biology,Professor
UNCP,35,6-Aug-18,Assistant Professor,54729,English Theatre Foreign Languages,Assistant Professor
UNCP,60,15-Aug-06,Professor,87575,American Indian Studies,Professor
UNCP,60,22-Sep-97,Professor,72853,English Theatre Foreign Languages,Professor
